PRT_ID,AREA,INT_SQFT,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,N_ROOM,SALE_COND,PARK_FACIL,BUILDTYPE,UTILITY_AVAIL,STREET,total_price,AGE,AREA_Adyar,AREA_Anna Nagar,AREA_Chrompet,AREA_KK Nagar,AREA_Karapakam,AREA_T Nagar,AREA_Velachery,SALE_COND_AbNormal,SALE_COND_Adj Land,SALE_COND_Family,SALE_COND_Normal Sale,SALE_COND_Partial,PARK_FACIL_No,PARK_FACIL_Yes,BUILDTYPE_Commercial,BUILDTYPE_House,BUILDTYPE_Others,UTILITY_AVAIL_All Pub,UTILITY_AVAIL_ELO,UTILITY_AVAIL_NoSeWa,UTILITY_AVAIL_NoSewr ,STREET_Gravel,STREET_No Access,STREET_Paved
P09689,Velachery,1868,59,3,2,5,AbNormal,Yes,Others,NoSewr ,Paved,9602202,43,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
P03445,Karapakam,511,49,1,1,2,Partial,Yes,House,All Pub,No Access,6926853,15,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0
P05404,Adyar,951,180,1,1,3,Adj Land,No,Commercial,ELO,Gravel,11655176,11,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
P00662,Chrompet,1150,6,1,1,3,Partial,No,House,NoSeWa,Paved,9421219,15,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1
P06726,Anna Nagar,1758,4,1,1,4,Normal Sale,Yes,House,ELO,Gravel,14989938,12,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0
P02137,Karapakam,703,171,1,1,2,Adj Land,Yes,House,ELO,Gravel,7660449,8,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
P00511,Chrompet,973,53,1,1,3,Adj Land,No,House,All Pub,No Access,8213087,21,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
P07165,Adyar,1128,28,1,1,3,Adj Land,Yes,Commercial,All Pub,Gravel,15712479,16,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0
P04305,Karapakam,578,29,1,1,2,Adj Land,Yes,House,NoSeWa,No Access,6116768,39,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
P00868,T Nagar,1669,193,1,1,4,Partial,No,Others,NoSeWa,No Access,12430572,13,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0
P04993,Adyar,1096,103,1,1,3,Family,Yes,House,NoSeWa,No Access,7801804,5,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
P01021,Anna Nagar,1595,58,1,1,4,Partial,No,Others,NoSeWa,No Access,11375107,13,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0
P00103,Anna Nagar,1825,77,2,1,5,AbNormal,Yes,Others,NoSeWa,Gravel,16336697,22,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
P00551,Chrompet,1298,157,2,1,4,Family,Yes,Others,All Pub,No Access,11157280,15,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0
P08724,T Nagar,1812,82,2,1,5,Normal Sale,No,House,NoSewr ,No Access,12108907,44,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0
P02621,Karapakam,975,166,1,1,3,Adj Land,Yes,Commercial,All Pub,No Access,10084581,36,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
P02078,KK Nagar,1830,76,3,2,5,AbNormal,No,House,All Pub,Gravel,11560489,21,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
P02987,Karapakam,1054,34,1,1,3,Family,No,Commercial,NoSewr ,No Access,6653279,30,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0
P09298,Anna Nagar,1852,55,2,1,5,Family,No,House,All Pub,No Access,12394749,30,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0
P00356,Chrompet,1057,76,1,1,3,Normal Sale,Yes,House,ELO,Gravel,9306206,26,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0
P09104,Anna Nagar,1616,111,1,1,4,Adj Land,Yes,House,NoSeWa,Gravel,14091587,44,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
P02992,Velachery,1500,162,2,1,4,Adj Land,Yes,House,NoSeWa,Gravel,7979652,54,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
P08911,Chrompet,750,85,1,1,2,Normal Sale,No,Others,NoSeWa,Gravel,8560730,37,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0
P08384,Chrompet,1262,82,2,1,4,Adj Land,Yes,Others,All Pub,No Access,10693089,38,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
P07827,Anna Nagar,1700,111,1,1,4,Normal Sale,Yes,Others,All Pub,No Access,13045819,34,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0
P07679,Anna Nagar,1605,8,1,1,4,Adj Land,Yes,Commercial,All Pub,No Access,20857585,9,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
P07311,Chrompet,1192,60,1,1,3,Partial,No,House,NoSewr ,No Access,7680235,20,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0
P06994,Chrompet,1199,56,1,1,3,Partial,No,House,All Pub,No Access,8046290,40,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0
P06604,Chrompet,980,94,1,1,3,Normal Sale,No,Others,NoSeWa,Gravel,9608945,14,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0
P07892,Velachery,1539,47,2,1,4,Adj Land,Yes,Commercial,NoSewr ,Paved,15776078,43,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1
P09139,Chrompet,824,0,1,1,3,Adj Land,Yes,Commercial,All Pub,Gravel,12982749,19,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0
P01368,Chrompet,1124,95,1,1,3,Family,Yes,House,ELO,No Access,9015374,18,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
P04367,Karapakam,1397,38,2,2,4,Adj Land,No,Commercial,ELO,Gravel,12895872,8,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
P07344,KK Nagar,1419,39,2,1,4,Normal Sale,No,House,NoSeWa,Gravel,9532023,17,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0
P03225,Karapakam,1214,60,1,1,3,Partial,No,Others,NoSeWa,Gravel,6478583,23,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0
P02781,KK Nagar,1512,108,2,1,4,Family,No,Others,All Pub,Gravel,11470813,5,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0
P04673,Karapakam,574,175,1,1,2,AbNormal,No,Others,ELO,Paved,4862189,8,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
P04023,Karapakam,1446,24,2,2,4,Normal Sale,No,Commercial,NoSeWa,Paved,10489601,5,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1
P09210,Chrompet,1138,150,1,1,3,AbNormal,Yes,Commercial,All Pub,No Access,13586429,8,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
P07155,T Nagar,1773,166,1,1,4,Adj Land,Yes,Commercial,NoSeWa,No Access,20265408,35,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0
P01177,Chrompet,879,19,1,1,3,Family,No,House,All Pub,No Access,7303271,22,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0
P10019,Velachery,1744,69,2,1,4,AbNormal,Yes,Others,NoSewr ,Gravel,12665230,49,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0
P02740,KK Nagar,1751,197,2,1,4,AbNormal,Yes,House,NoSeWa,Gravel,11246722,30,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
P02278,Karapakam,1541,192,2,2,4,Normal Sale,Yes,House,ELO,No Access,8880179,23,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
P04707,Karapakam,1625,115,2,2,4,Partial,Yes,Commercial,NoSewr ,Paved,13873802,22,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1
P04409,Karapakam,675,131,1,1,2,Adj Land,Yes,Commercial,ELO,Paved,6314981,30,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1
P04798,Karapakam,543,112,1,1,2,Partial,Yes,Commercial,All Pub,Gravel,8032178,29,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0
P04805,Karapakam,1087,132,1,1,3,AbNormal,Yes,Commercial,NoSeWa,No Access,10190760,28,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0
P01049,Chrompet,1083,163,1,1,3,Partial,Yes,House,All Pub,Paved,8950102,25,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1
P08245,KK Nagar,2451,57,4,2,6,AbNormal,No,Others,NoSeWa,Paved,13794753,30,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
P09332,T Nagar,1562,3,1,1,4,Normal Sale,Yes,House,NoSeWa,No Access,12511338,10,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0
P03857,KK Nagar,1600,35,2,1,4,Normal Sale,Yes,Others,All Pub,Paved,11587959,17,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1
P02849,T Nagar,1624,117,1,1,4,Normal Sale,Yes,Commercial,NoSewr ,Paved,20648965,39,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1
P01329,Chrompet,1216,144,2,1,4,Family,No,Commercial,ELO,Gravel,14035224,35,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0
P05836,KK Nagar,1333,78,2,1,4,Adj Land,Yes,House,NoSeWa,Gravel,11328725,14,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
P05618,KK Nagar,1564,49,2,1,4,AbNormal,No,House,NoSeWa,Paved,10029318,13,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
P02176,KK Nagar,1366,195,2,1,4,Partial,No,House,NoSeWa,Gravel,8045054,29,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0
P09431,Adyar,1277,30,2,2,4,Partial,Yes,House,NoSewr ,Paved,8656096,38,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1
P02646,Karapakam,1245,38,1,1,3,Partial,No,Commercial,All Pub,Gravel,9059054,22,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0
P01874,Karapakam,1314,199,1,1,3,Family,No,Others,ELO,No Access,8067514,30,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
P00763,Chrompet,967,56,1,1,3,Partial,No,Commercial,All Pub,Paved,12201247,15,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1
P03025,Karapakam,1511,88,2,2,4,Normal Sale,No,House,All Pub,No Access,7475282,49,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0
P03721,Karapakam,1067,75,1,1,3,Adj Land,No,House,All Pub,Paved,8113560,27,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
P07786,Chrompet,1005,21,1,1,3,Family,Yes,Others,All Pub,Paved,11031756,8,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1
P01864,Karapakam,1148,156,1,1,3,Adj Land,Yes,Commercial,NoSeWa,Gravel,12424126,46,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0
P02325,Velachery,1501,117,2,1,4,Family,Yes,Others,NoSewr ,No Access,8603315,12,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0
P02845,KK Nagar,1559,139,2,1,4,Partial,No,Commercial,NoSeWa,Gravel,14707566,21,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0
P00981,T Nagar,1536,6,1,1,4,Family,No,House,NoSewr ,No Access,11532009,21,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0
P09398,Velachery,1833,89,3,2,5,AbNormal,Yes,Others,NoSeWa,No Access,9309174,43,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
P08011,Chrompet,831,187,1,1,3,Normal Sale,No,House,ELO,No Access,6530492,14,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
P00910,Anna Nagar,1785,162,1,1,4,AbNormal,Yes,Others,NoSeWa,Gravel,15585006,6,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
P00300,Chrompet,935,108,1,1,3,Family,Yes,Others,NoSeWa,Gravel,10135144,17,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0
P06173,KK Nagar,2409,115,4,2,6,Family,No,House,NoSeWa,Gravel,12591844,12,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
P04958,Velachery,1760,56,2,1,4,Normal Sale,Yes,House,ELO,Paved,10395663,55,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1
P00475,T Nagar,1920,86,2,1,5,AbNormal,Yes,House,NoSeWa,Paved,14580931,42,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
P06042,Karapakam,1352,51,2,2,4,Normal Sale,No,House,NoSeWa,No Access,7546969,45,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0
P00569,Chrompet,708,186,1,1,2,Normal Sale,Yes,Others,All Pub,Gravel,9893576,22,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0
P09151,Velachery,1798,74,2,1,4,AbNormal,No,Others,All Pub,No Access,8086072,21,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0
P07802,Chrompet,901,163,1,1,3,Adj Land,No,Others,NoSewr ,Paved,9297331,33,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
P06781,Chrompet,1270,189,2,1,4,Partial,Yes,Commercial,NoSewr ,No Access,13881623,35,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0
P09163,Chrompet,802,163,1,1,3,Normal Sale,Yes,House,ELO,No Access,7599043,7,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
P00217,Chrompet,1094,112,1,1,3,Normal Sale,No,Commercial,All Pub,Paved,12516556,29,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1
P06457,Karapakam,666,147,1,1,2,Adj Land,No,Others,ELO,Gravel,4762314,9,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
P09127,Velachery,1655,112,2,1,4,Family,Yes,House,ELO,Paved,8886318,43,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
P06557,KK Nagar,1622,130,2,1,4,AbNormal,No,Commercial,NoSeWa,Paved,13401885,25,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
P02349,KK Nagar,2364,140,4,2,6,Family,No,Commercial,All Pub,Paved,19823365,22,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1
P05786,Karapakam,1442,37,2,2,4,Family,Yes,Others,All Pub,Paved,9494729,47,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1
P08217,KK Nagar,1614,140,2,1,4,Partial,No,Commercial,NoSewr ,Gravel,14208094,11,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0
P06280,Velachery,1567,175,2,1,4,Normal Sale,No,Commercial,ELO,Gravel,13912747,35,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0
P01571,Karapakam,677,178,1,1,2,Family,Yes,Commercial,NoSewr ,No Access,5976878,47,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0
P05767,KK Nagar,2333,18,4,2,6,AbNormal,Yes,Others,NoSewr ,Gravel,15209576,20,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0
P06423,Karapakam,1270,171,1,1,3,Normal Sale,Yes,Commercial,All Pub,No Access,10100384,12,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0
P01218,Chrompet,1022,68,1,1,3,Normal Sale,No,Others,ELO,Paved,9425438,32,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1
P09342,Chrompet,1000,2,1,1,3,Partial,Yes,House,All Pub,Gravel,10068500,7,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0
P01961,KK Nagar,1429,194,2,1,4,Family,No,Others,NoSewr ,Gravel,9391612,19,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0
P04565,T Nagar,1515,24,1,1,4,Normal Sale,Yes,Commercial,All Pub,Gravel,20923190,10,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0
P03764,Adyar,888,120,1,1,3,Partial,Yes,Commercial,ELO,No Access,12963496,16,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0
P05130,Karapakam,712,200,1,1,2,Partial,No,Commercial,All Pub,Paved,8117292,20,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1
P01268,T Nagar,1685,20,1,1,4,Adj Land,Yes,Commercial,NoSewr ,Paved,20771496,43,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1
P04032,KK Nagar,1483,10,2,1,4,AbNormal,No,Commercial,All Pub,Gravel,14385197,7,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0
P02536,Adyar,990,191,1,1,3,AbNormal,No,Commercial,NoSewr ,Paved,10827666,34,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
P03852,Karapakam,1157,179,1,1,3,AbNormal,No,Commercial,ELO,No Access,7329584,10,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
P03350,Karapakam,1350,144,2,2,4,Normal Sale,No,Commercial,ELO,Paved,10535912,5,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1
P07442,KK Nagar,1702,104,2,1,4,Adj Land,No,Commercial,NoSeWa,Paved,15722797,26,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
P01607,T Nagar,1779,153,1,1,4,AbNormal,Yes,Others,NoSeWa,Paved,14558379,36,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
P05955,Karapakam,1356,85,2,2,4,Adj Land,Yes,Others,All Pub,Paved,8700595,33,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1
P06115,Chrompet,713,80,1,1,2,Adj Land,No,Commercial,NoSeWa,Paved,9581780,23,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
P02296,Adyar,969,80,1,1,3,Partial,Yes,Others,NoSewr ,Gravel,11253341,28,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0
P08156,KK Nagar,1324,144,1,1,3,Normal Sale,Yes,House,All Pub,Gravel,9665313,18,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0
P00146,Chrompet,1156,93,1,1,3,Family,No,Commercial,NoSeWa,Gravel,14760312,22,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0
P04708,Karapakam,1327,124,1,1,3,Normal Sale,Yes,Commercial,NoSeWa,Gravel,10548362,20,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0
P06065,Karapakam,1117,89,1,1,3,Partial,No,Commercial,ELO,Paved,9899261,43,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1
P01120,Chrompet,1284,108,2,1,4,Family,No,Commercial,NoSeWa,Gravel,15336794,10,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0
P01257,Anna Nagar,1983,0,2,1,5,Adj Land,Yes,House,NoSeWa,Gravel,15877111,35,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
P01058,Chrompet,1264,145,2,1,4,Family,No,House,NoSeWa,Paved,9401239,24,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
P09466,Velachery,1649,121,2,1,4,Partial,Yes,Commercial,NoSeWa,Gravel,13601388,26,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0
P08167,Chrompet,1245,177,2,1,4,AbNormal,Yes,House,NoSewr ,Paved,11537666,4,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1
P06098,KK Nagar,1422,117,2,1,4,Adj Land,Yes,Commercial,NoSeWa,Paved,14362005,30,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1
P03818,Adyar,634,185,1,1,2,Partial,No,Commercial,ELO,Paved,9226486,33,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1
P06940,KK Nagar,2052,47,3,2,5,Partial,No,Others,NoSewr ,Paved,11000111,24,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
P07097,Chrompet,984,51,1,1,3,Partial,No,Others,All Pub,Gravel,8898603,39,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0
P00864,Anna Nagar,1808,130,2,1,5,Normal Sale,Yes,Others,ELO,No Access,14217043,34,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
P00888,Chrompet,1266,165,2,1,4,AbNormal,No,House,All Pub,Paved,9425611,5,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
P07474,Velachery,1527,43,2,1,4,Family,Yes,Others,ELO,Gravel,9340078,25,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0
P08428,Adyar,1124,180,1,1,3,AbNormal,No,House,All Pub,Gravel,8209125,19,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
P03726,Velachery,1654,8,2,1,4,Adj Land,Yes,Others,NoSeWa,Paved,10727729,13,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
P09869,Velachery,1722,34,2,1,4,Family,Yes,Commercial,NoSewr ,Paved,13878428,25,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1
P09459,Chrompet,833,194,1,1,3,Normal Sale,Yes,Commercial,ELO,No Access,11738964,36,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
P03048,Karapakam,529,6,1,1,2,AbNormal,Yes,Others,ELO,Gravel,4389562,41,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
P05945,Karapakam,1640,3,2,2,4,AbNormal,No,Commercial,ELO,Gravel,11507831,21,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
P03502,Adyar,1271,95,2,2,4,AbNormal,No,Others,NoSeWa,Gravel,9678263,12,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
P09320,Velachery,1628,2,2,1,4,Adj Land,No,House,All Pub,No Access,7569719,25,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
P01011,T Nagar,1553,139,1,1,4,Normal Sale,Yes,Commercial,All Pub,Paved,19302056,16,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1
P02776,Karapakam,633,10,1,1,2,Normal Sale,No,Commercial,NoSewr ,No Access,6015120,48,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0
P08550,Chrompet,796,148,1,1,2,Normal Sale,Yes,Others,All Pub,Paved,9352221,16,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1
P09517,Velachery,1794,158,2,1,4,Adj Land,No,Others,ELO,Gravel,10967812,29,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
P09445,Velachery,1726,29,2,1,4,AbNormal,Yes,House,ELO,No Access,8457702,18,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
P07243,Velachery,1644,70,2,1,4,Normal Sale,Yes,House,All Pub,No Access,10746863,30,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0
P03246,KK Nagar,2471,15,4,2,6,Adj Land,No,House,All Pub,Gravel,13381228,22,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
P02314,Karapakam,1122,199,1,1,3,Family,Yes,Others,ELO,Paved,9349988,16,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1
